Name,Type,Owner,Region,Location,Supply,Fuel,Port,Port_SPS,P Exp,Airbase,Airbase_SPS,A Exp,Forts,F Exp,Eng,Nav,Air S (P),AV,Garrison,Troop Cap,HQ,Japan VP,Allied VP,ID,Troop Cap Max
Pegu,Base,1,Japan,"55,53",0,0,0,0,,1,7,,,,,,,,0,,,4 (2),4 (2),1416,unlim
Shwebo,Airfield,1,Japan,"59,45",0,0,0,0,,1,6,,,,,,,,0,,,4 (2),4 (2),1417,unlim
Bellary,Airfield,1,Japan,"34,33",0,0,0,0,,1,4,,,,,,,,0,,,10 (5),2 (1),1418,unlim
Bezwada,Airfield,1,Japan,"39,36",0,0,0,0,,1,7,,,,,,,,0,,,10 (5),2 (1),1419,unlim
Chanda,Beach,1,Japan,"42,29",0,0,0,0,,0,6,,,,,,,,0,,,0 (5),0 (1),1420,unlim
Comilla,Airfield,1,Japan,"56,39",0,0,0,0,,1,7,,,,,,,,0,,,10 (5),2 (1),1421,unlim
Darjeeling,Airfield,1,Japan,"59,32",0,0,0,0,,1,4,,,,,,,,0,,,10 (5),2 (1),1422,unlim
Jalgaon,Beach,1,Japan,"41,24",0,0,0,0,,0,7,,,,,,,,0,,,0 (5),0 (1),1423,unlim
Nander,Beach,1,Japan,"40,29",0,0,0,0,,0,6,,,,,,,,0,,,0 (5),0 (1),1424,unlim
Silchar,Beach,1,Japan,"59,39",0,0,0,0,,0,7,,,,,,,,0,,,0 (5),0 (1),1425,unlim
Tezpur,Beach,1,Japan,"60,36",0,0,0,0,,0,7,,,,,,,,0,,,0 (5),0 (1),1426,unlim
Warangal,Airfield,1,Japan,"40,33",0,0,0,0,,1,6,,,,,,,,0,,,10 (5),2 (1),1427,unlim
Flinders Island,Base,1,Japan,"83,175",0,0,1,0,,1,3,,,,,,,,0,,,30 (10),3 (1),1428,unlim
Praboemoelih,Airfield,1,Japan,"48,92",0,0,0,0,,2,7,,,,,,,,0,,,8 (2),8 (2),1429,unlim
Taberfane,Base,1,Japan,"82,117",0,0,1,0,,0,5,,,,,,,,0,,,2 (2),2 (2),1430,unlim
Ningsia,Beach,1,Japan,"84,33",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),1431,unlim
Oita,Base,0,Japan,"104,59",13155,0,2,1,,3,5,0,0,9,23,74 (74),180 (12),0,0,5097,General Defence Army,8 (1),400 (50),1432,unlim
Chiba,Base,0,Japan,"114,61",8430,0,2,1,,2,7,0,0,9,0,24 (24),86 (13),235,0,9557,General Defence Army,6 (1),300 (50),1433,unlim
Tottori,Base,0,Japan,"109,58",8400,0,2,1,,2,7,0,0,9,0,56 (56),0 (0),235,0,7192,General Defence Army,6 (1),300 (50),1434,unlim
Bihoro,Base,0,Japan,"123,51",13125,0,1,1,,4,6,0,0,9,11,32 (32),22 (0),0,0,1102,General Defence Army,9 (1),450 (50),1435,unlim
Kotou,Airfield,0,Japan,"116,42",2250,0,0,0,,1,6,0,3,,11,0 (0),0 (0),101,0,6710,Kwantung Army,2 (1),10 (5),1436,unlim
Yenki,Airfield,0,Japan,"110,44",5550,0,0,0,,1,4,0,3,,227,0 (0),21 (0),742,0,43064,Kwantung Army,2 (1),10 (5),1437,unlim
Tunghua,Airfield,0,Japan,"106,44",16800,0,0,0,,4,5,0,3,,11,0 (0),21 (63),41,20,2175,Kwantung Army,8 (1),40 (5),1438,unlim
Chuhsien,Airfield,1,Japan,"88,56",0,0,0,0,,1,5,,,,,,,,0,,,20 (10),2 (1),1439,unlim
Pingsiang,Beach,1,Japan,"82,54",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),1440,unlim
Lungchen,Beach,0,Japan,"112,36",0,0,0,0,,0,6,0,1,,0,0 (0),0 (0),0,0,0,Kwantung Army,0 (1),0 (5),1441,unlim
Lopei,Beach,0,Japan,"114,39",0,0,0,0,,0,6,0,3,,0,0 (0),0 (0),0,0,0,Kwantung Army,0 (1),0 (5),1442,unlim
Olga,Base,1,Japan,"115,47",0,0,2,2,,3,7,,,,,,,,0,,,24 (3),8 (1),1443,unlim
Spassk-Dalniy,Airfield,1,Japan,"114,44",0,0,0,0,,4,7,,,,,,,,0,,,24 (3),8 (1),1444,unlim
Kuibyshevka,Airfield,1,Japan,"115,33",0,0,0,0,,4,7,,,,,,,,0,,,24 (3),8 (1),1445,unlim
Shilka,Airfield,1,Japan,"108,24",0,0,0,0,,4,7,,,,,,,,0,,,24 (3),8 (1),1446,unlim
Kansk,Airfield,1,Japan,"101,7",0,0,0,0,,2,6,,,,,,,,20,,,12 (3),4 (1),1447,unlim
Cheremkhovo,Airfield,1,Japan,"101,14",0,0,0,0,,2,7,,,,,,,,20,,,12 (3),4 (1),1448,unlim
Nakhodka,Base,1,Japan,"112,47",0,0,1,4,,0,7,,,,,,,,0,,,3 (3),1 (1),1449,unlim
Bikin,Airfield,1,Japan,"117,42",0,0,0,0,,4,6,,,,,,,,0,,,24 (3),8 (1),1450,unlim
Alexandrovsk,Base,1,Japan,"126,41",0,0,2,1,,4,4,,,,,,,,0,,,30 (3),10 (1),1451,unlim
Rybolov,Airfield,1,Japan,"113,44",0,0,0,0,,2,7,,,,,,,,0,,,12 (3),4 (1),1452,unlim
San Luis Obispo,Base,1,Japan,"221,75",0,0,2,0,,3,7,,,,,,,,0,,,160 (20),8 (1),1453,unlim
Corvallis,Airfield,1,Japan,"213,58",0,0,0,0,,3,7,,,,,,,,0,,,120 (20),6 (1),1454,unlim
Portsea,Base,1,Japan,"81,171",0,0,1,0,,1,7,,,,,,,,0,,,30 (10),3 (1),1455,unlim
Nakhon Si Thammarat,Base,0,Japan,"51,70",1189,0,2,1,,1,7,0,0,9,3,0 (0),0 (0),137,0,5424,Southern Army,4 (1),4 (1),1456,unlim
Prachuap Khiri Khan,Base,0,Japan,"54,64",1840,0,1,0,,2,6,0,0,9,0,0 (0),0 (0),0,0,0,Southern Army,5 (1),5 (1),1457,unlim
Chumphon,Base,0,Japan,"52,66",586,0,1,0,,1,7,0,0,9,0,0 (0),0 (0),0,0,0,Southern Army,3 (1),3 (1),1458,unlim
Phuket,Base,0,Japan,"48,69",255,0,1,0,,0,5,0,0,9,0,0 (0),0 (0),0,0,0,Southern Army,1 (1),1 (1),1459,unlim
Petrovskiy,Airfield,1,Japan,"102,20",0,0,0,0,,2,7,,,,,,,,0,,,12 (3),4 (1),1460,unlim
Beaufort,Base,1,Japan,"66,87",0,0,1,1,,0,4,,,,,,,,0,,,2 (2),2 (2),1461,unlim
Atimonan,Base,1,Japan,"80,79",0,0,2,1,,0,6,,,,,,,,0,,,4 (2),4 (2),1462,unlim
Bakersfield,Airfield,1,Japan,"223,74",0,0,0,0,,2,7,,,,,,,,20,,,80 (20),4 (1),1463,unlim
Coos Bay,Base,1,Japan,"213,60",0,0,3,3,,2,7,,,,,,,,0,,,140 (20),7 (1),1464,unlim
Kamloops,Airfield,1,Japan,"210,44",0,0,0,0,,2,5,,,,,,,,0,,,40 (10),4 (1),1465,unlim
Surigao,Base,1,Japan,"81,88",0,0,2,1,,1,4,,,,,,,,0,,,8 (2),8 (2),1466,unlim
Prince George,Airfield,1,Japan,"204,40",0,0,0,0,,2,5,,,,,,,,0,,,40 (10),4 (1),1467,unlim
Sambalpur,Airfield,1,Japan,"48,34",0,0,0,0,,1,6,,,,,,,,0,,,10 (5),2 (1),1468,unlim
Kanoya,Base,0,Japan,"102,61",18900,0,2,2,,4,4,,0,9,12,37 (37),86 (0),0,0,1779,General Defence Army,10 (1),500 (50),1471,unlim
Duff Islands,Beach,1,Japan,"123,142",0,0,0,0,,0,0,,,,,,,,0,,,0 (2),0 (1),1472,6K
Salajar,Base,1,Japan,"66,108",0,0,1,1,,0,5,,,,,,,,0,,,2 (2),2 (2),1473,unlim
Sidate,Base,1,Japan,"75,100",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1474,unlim
Shasukotan,Base,0,Japan,"135,49",0,0,0,0,,0,3,0,0,9,0,0 (0),0 (0),0,0,0,5th Fleet,0 (1),0 (3),1475,unlim
Shikotan,Base,0,Japan,"125,53",0,0,0,0,,0,4,0,0,9,0,28 (28),0 (0),0,0,0,5th Fleet,0 (1),0 (3),1476,unlim
Shemya Island,Base,1,Japan,"154,49",0,0,0,0,,0,4,,,,,,,,0,,,0 (5),0 (1),1477,30K
Treasury Islands,Base,1,Japan,"109,132",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1478,60K
Esperance,Base,1,Japan,"56,153",0,0,3,3,,1,6,,,,,,,,0,,,50 (10),5 (1),1479,unlim
Rambutyo,Base,1,Japan,"102,120",0,0,0,1,,0,4,,,,,,,,0,,,0 (2),0 (2),1480,unlim
Umboi Island,Base,1,Japan,"100,125",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (2),1481,unlim
Long Island,Base,1,Japan,"100,124",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (2),1482,unlim
Vanimo,Base,1,Japan,"93,117",0,0,0,1,,1,5,,,,,,,,0,,,4 (2),4 (2),1483,unlim
Tagula Island,Base,1,Japan,"104,137",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1484,unlim
Stewart Island,Base,1,Japan,"100,195",0,0,1,0,,0,5,,,,,,,,0,,,10 (10),1 (1),1485,unlim
Oboto,Airfield,1,Japan,"99,31",0,0,0,0,,1,4,,,,,,,,0,,,6 (3),2 (1),1486,unlim
Nagano,Base,0,Japan,"113,58",8430,0,2,1,,2,5,0,0,9,0,52 (52),0 (0),0,0,0,General Defence Army,6 (1),300 (50),1487,unlim
Kurume,Base,0,Japan,"103,58",8430,0,2,1,,2,7,0,0,9,0,56 (56),0 (0),0,0,0,General Defence Army,6 (1),300 (50),1488,unlim
Kirensk,Airfield,1,Japan,"110,13",0,0,0,0,,1,6,,,,,,,,0,,,6 (3),2 (1),1489,unlim
Chinhae,Base,0,Japan,"103,54",3855,500,3,2,,0,7,0,0,9,22,108 (37),22 (4),28,0,3394,Kwantung Army,3 (1),6 (2),1490,unlim
Yugodzyr,Airfield,1,Japan,"101,32",0,0,0,0,,1,5,,,,,,,,40,,,6 (3),2 (1),1491,unlim
Wuteh,Beach,1,Japan,"96,30",0,0,0,0,,0,5,,,,,,,,40,,,0 (3),0 (1),1492,unlim
Tolun,Beach,0,Japan,"98,36",500,0,0,0,,0,6,,1,,0,0 (0),0 (0),22,0,700,China Expeditionary Army,0 (1),0 (3),1493,unlim
Kyaktah,Airfield,1,Japan,"99,19",0,0,0,0,,1,7,,,,,,,,0,,,6 (3),2 (1),1494,unlim
Car Nicobar,Base,1,Japan,"44,62",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (1),1495,60K
Sinabang,Base,1,Japan,"42,76",0,0,1,0,,0,5,,,,,,,,0,,,2 (2),2 (2),1496,unlim
Batoe-eilanden,Base,1,Japan,"43,82",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1497,unlim
Sipora,Base,1,Japan,"43,86",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1498,unlim
Tioman Island,Base,1,Japan,"51,83",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (2),1499,unlim
Langkawi,Base,1,Japan,"49,72",0,0,1,0,,0,5,,,,,,,,0,,,2 (2),2 (2),1500,unlim
Mangole,Base,1,Japan,"74,105",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1502,unlim
Loewoek,Base,1,Japan,"71,101",0,0,1,0,,0,4,,,,,,,,0,,,2 (2),2 (2),1503,unlim
Kienko,Airfield,1,Japan,"78,41",0,0,0,0,,1,6,,,,,,,,0,,,20 (10),2 (1),1504,unlim
Ankang,Airfield,1,Japan,"82,42",0,0,0,0,,1,4,,,,,,,,0,,,20 (10),2 (1),1505,unlim
Togian-eilanden,Base,1,Japan,"71,100",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (2),1506,unlim
Ontong Java,Base,1,Japan,"115,131",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1507,30K
Dora Harbor,Base,1,Japan,"173,48",0,0,0,1,,0,4,,,,,,,,0,,,0 (10),0 (1),1508,unlim
Salt Lake City,Airfield,1,Japan,"226,58",0,0,0,0,,3,6,,,,,,,,60,,,15000 (2500),6 (1),1509,unlim
Raoul Island,Base,1,Japan,"128,177",0,0,0,0,,0,1,,,,,,,,0,,,0 (2),0 (1),1510,60K
Malaybalay,Airfield,1,Japan,"80,90",0,0,0,0,,1,3,,,,,,,,0,,,4 (2),4 (2),1511,unlim
Cunderdin,Airfield,1,Japan,"51,147",0,0,0,0,,1,7,,,,,,,,0,,,20 (10),2 (1),1512,unlim
Cue,Beach,1,Japan,"53,141",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),1513,unlim
Busselton,Base,1,Japan,"48,149",0,0,2,2,,1,7,,,,,,,,0,,,40 (10),4 (1),1514,unlim
Nookanbah,Airfield,1,Japan,"66,130",0,0,0,0,,1,6,,,,,,,,0,,,20 (10),2 (1),1515,unlim
Roto,Beach,1,Japan,"85,164",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),1516,unlim
Condamine,Beach,1,Japan,"92,157",0,0,0,0,,0,7,,,,,,,,0,,,0 (10),0 (1),1517,unlim
Maryborough,Base,1,Japan,"96,157",0,0,2,2,,1,7,,,,,,,,0,,,40 (10),4 (1),1518,unlim
Coffs Harbour,Base,1,Japan,"94,163",0,0,1,1,,1,4,,,,,,,,0,,,30 (10),3 (1),1519,unlim
Fukuyama,Base,0,Japan,"107,58",4725,0,2,1,,1,7,0,0,9,0,225 (225),0 (0),0,0,0,General Defence Army,4 (1),200 (50),1520,unlim
Terapo,Base,1,Japan,"96,127",0,0,0,0,,1,5,,,,,,,,0,,,4 (2),4 (2),1521,unlim
Gifu,Airfield,0,Japan,"110,59",2100,0,0,0,,2,7,0,0,9,0,0 (0),86 (0),0,0,1345,General Defence Army,4 (1),200 (50),1522,unlim
Malang,Base,1,Japan,"55,105",0,0,1,0,,1,3,,,,,,,,0,,,6 (2),6 (2),1523,unlim
Tjepoe,Base,1,Japan,"54,103",0,0,1,0,,1,7,,,,,,,,0,,,6 (2),6 (2),1524,unlim
Buitenzorg,Base,1,Japan,"48,99",0,0,0,0,,1,3,,,,,,,,0,,,4 (2),4 (2),1525,unlim
Kalidjati,Base,1,Japan,"50,99",0,0,1,0,,4,7,,,,,,,,0,,,18 (2),18 (2),1526,unlim
Las Vegas,Airfield,1,Japan,"227,70",0,0,0,0,,1,7,,,,,,,,0,,,40 (20),2 (1),1527,unlim
Tonopah,Beach,1,Japan,"222,67",0,0,0,0,,0,4,,,,,,,,0,,,0 (20),0 (1),1528,unlim
Cabanatuan,Airfield,1,Japan,"80,76",0,0,0,0,,2,7,,,,,,,,0,,,8 (2),8 (2),1529,unlim
Nadzab,Base,1,Japan,"98,125",0,0,0,1,,0,6,,,,,,,,0,,,0 (2),0 (2),1530,unlim
Ebadon,Beach,0,Japan,"131,114",0,0,0,0,,0,0,,0,9,0,0 (0),0 (0),0,0,0,4th Fleet,0 (1),0 (1),1531,6K
Palm Island,Base,1,Japan,"92,143",0,0,1,0,,0,3,,,,,,,,0,,,10 (10),1 (1),1532,60K
Fraser Island,Base,1,Japan,"97,156",0,0,0,0,,0,5,,,,,,,,0,,,0 (10),0 (1),1533,unlim
Tokuyama,Base,0,Japan,"105,58",33600,125600,4,3,,4,6,0,0,9,0,225 (225),0 (0),0,0,0,General Defence Army,12 (1),600 (50),1534,unlim
Ansi,Airfield,1,Japan,"80,23",0,0,0,0,,1,7,,,,,,,,0,,,20 (10),2 (1),1535,unlim
Iki-shima,Base,0,Japan,"102,57",4200,0,1,1,,1,4,0,1,,0,44 (44),0 (0),35,0,5510,General Defence Army,3 (1),60 (20),1537,unlim
Sungei Pantani,Beach,1,Japan,"50,74",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1604,unlim
Kuala Kangsar,Base,1,Japan,"49,76",0,0,0,1,,0,3,,,,,,,,0,,,0 (2),0 (2),1605,unlim
Kuala Krai,Beach,1,Japan,"51,76",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1606,unlim
Kuala Lipis,Beach,1,Japan,"50,77",0,0,0,0,,0,2,,,,,,,,0,,,0 (1),0 (1),1607,unlim
Port Dickson,Base,1,Japan,"49,80",0,0,0,1,,0,1,,,,,,,,0,,,0 (2),0 (2),1608,unlim
Kluang,Airfield,1,Japan,"50,82",0,0,0,0,,1,3,,,,,,,,0,,,10 (5),10 (5),1609,unlim
Ipoh,Beach,1,Japan,"49,77",0,0,0,0,,0,3,,,,,,,,0,,,0 (5),0 (5),1610,unlim
Batang Padang,Base,1,Japan,"49,78",0,0,0,1,,0,3,,,,,,,,0,,,0 (2),0 (2),1611,unlim
Bukit Besi,Base,1,Japan,"52,78",0,0,2,1,,1,3,,,,,,,,0,,,4 (1),4 (1),1613,unlim
Port Swettenham,Base,1,Japan,"48,79",0,0,1,1,,1,4,,,,,,,,0,,,6 (2),6 (2),1614,unlim
Donbaik,Base,1,Japan,"55,44",0,0,0,1,,0,2,,,,,,,,0,,,0 (2),0 (2),1619,unlim
Sittang Bridge,Base,1,Japan,"56,54",0,0,0,1,,0,3,,,,,,,,0,,,0 (2),0 (2),1620,unlim
Papun,Beach,1,Japan,"56,53",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1621,unlim
Karen Hills,Beach,1,Japan,"56,50",0,0,0,0,,0,3,,,,,,,,5,,,0 (2),0 (2),1622,unlim
Kachin Hills,Beach,1,Japan,"61,45",0,0,0,0,,0,2,,,,,,,,5,,,0 (2),0 (2),1623,unlim
Gokteik Viaduct,Beach,1,Japan,"61,46",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1624,unlim
Yamethin,Beach,1,Japan,"58,48",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1625,unlim
Myingyan,Beach,1,Japan,"58,46",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1626,unlim
Pauk,Beach,1,Japan,"57,46",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (2),1627,unlim
Kawludo,Beach,1,Japan,"57,51",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1628,unlim
Phyu,Beach,1,Japan,"56,51",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (2),1629,unlim
Daik - u,Beach,1,Japan,"56,52",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1630,unlim
Chin Hills,Beach,1,Japan,"57,44",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1631,unlim
Mount Victoria,Beach,1,Japan,"56,45",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1632,unlim
Arakan Yoma (N),Beach,1,Japan,"56,46",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1633,unlim
Arakan Yoma,Beach,1,Japan,"55,47",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1634,unlim
Arakan Yoma (S),Beach,1,Japan,"55,48",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1635,unlim
Thanbyuzayat,Base,1,Japan,"55,56",0,0,1,1,,0,3,,,,,,,,0,,,2 (2),2 (2),1636,unlim
Ye,Base,1,Japan,"54,57",0,0,1,1,,0,4,,,,,,,,0,,,2 (2),2 (2),1637,unlim
Tanbaya,Beach,1,Japan,"55,57",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1638,unlim
Three Pagodas Pass,Beach,0,Japan,"55,58",2000,0,0,0,,0,2,0,1,,0,0 (0),0 (0),0,0,0,Southern Army,0 (2),0 (2),1639,unlim
Nieke,Beach,0,Japan,"55,59",2000,0,0,0,,0,2,0,1,,0,0 (0),0 (0),0,0,0,Southern Army,0 (2),0 (2),1640,unlim
Bampong,Beach,0,Japan,"55,61",2000,0,0,0,,0,5,0,1,,0,0 (0),0 (0),0,0,0,Southern Army,0 (2),0 (2),1641,unlim
Tenchung,Beach,1,Japan,"63,43",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1642,unlim
Fort Hertz,Beach,1,Japan,"66,38",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1643,unlim
Lushai Hills,Beach,1,Japan,"56,43",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1644,unlim
Gangaw,Beach,1,Japan,"58,44",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1645,unlim
Tiddim,Beach,1,Japan,"58,42",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1646,unlim
Naga Hills,Beach,1,Japan,"61,40",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1647,unlim
Kabaw Valley,Beach,1,Japan,"59,41",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1648,unlim
Pangsau Pass,Beach,1,Japan,"64,39",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1649,unlim
Hukawng Valley,Beach,1,Japan,"64,40",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1650,unlim
Wilcannia,Beach,1,Japan,"83,160",0,0,0,0,,0,4,,,,,,,,0,,,0 (10),0 (2),1654,unlim
Ivanhoe,Beach,1,Japan,"83,163",0,0,0,0,,0,4,,,,,,,,0,,,0 (10),0 (2),1655,unlim
Jervis Bay,Base,1,Japan,"89,169",0,0,1,3,,1,6,,,,,,,,0,,,30 (10),6 (2),1656,unlim
Wodonga,Airfield,1,Japan,"84,169",0,0,0,0,,1,5,,,,,,,,0,,,20 (10),4 (2),1657,unlim
Yaraka,Beach,1,Japan,"86,151",0,0,0,0,,0,3,,,,,,,,0,,,0 (10),0 (1),1658,unlim
Quilpie,Beach,1,Japan,"85,153",0,0,0,0,,0,4,,,,,,,,0,,,0 (10),0 (1),1659,unlim
Eucla,Base,1,Japan,"66,153",0,0,0,1,,0,4,,,,,,,,0,,,0 (10),0 (2),1660,unlim
Norseman,Beach,1,Japan,"57,150",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (2),1661,unlim
Rawlinna,Beach,1,Japan,"62,149",0,0,0,0,,0,4,,,,,,,,0,,,0 (10),0 (2),1662,unlim
Leonora,Beach,1,Japan,"57,144",0,0,0,0,,0,4,,,,,,,,0,,,0 (10),0 (2),1663,unlim
Wiluna,Beach,1,Japan,"57,140",0,0,0,0,,0,4,,,,,,,,0,,,0 (10),0 (1),1664,unlim
Sandstone,Beach,1,Japan,"55,142",0,0,0,0,,0,4,,,,,,,,0,,,0 (10),0 (1),1665,unlim
Fitzroy,Beach,1,Japan,"73,129",0,0,0,0,,0,5,,,,,,,,0,,,0 (10),0 (2),1666,unlim
Carnegie,Beach,1,Japan,"62,141",0,0,0,0,,0,3,,,,,,,,0,,,0 (10),0 (2),1667,unlim
Kokoda Trail,Beach,1,Japan,"99,130",0,0,0,0,,0,2,,,,,,,,0,,,0 (5),0 (2),1668,unlim
Ballarat,Airfield,1,Japan,"80,169",0,0,0,0,,1,6,,,,,,,,0,,,20 (10),2 (1),1669,unlim
Ararat,Airfield,1,Japan,"79,168",0,0,0,0,,1,4,,,,,,,,0,,,20 (10),4 (2),1670,unlim
Clare,Airfield,1,Japan,"75,161",0,0,0,0,,1,6,,,,,,,,0,,,20 (10),4 (2),1671,unlim
Warnambool,Base,1,Japan,"79,170",0,0,1,1,,1,4,,,,,,,,0,,,15 (5),3 (1),1672,unlim
Reid River,Airfield,1,Japan,"92,145",0,0,0,0,,1,3,,,,,,,,0,,,20 (10),4 (2),1673,unlim
Port Macquarie,Base,1,Japan,"94,164",0,0,1,2,,1,4,,,,,,,,0,,,30 (10),6 (2),1674,unlim
Mackay,Base,1,Japan,"94,148",0,0,1,1,,1,4,,,,,,,,0,,,30 (10),6 (2),1675,unlim
Lithglow,Airfield,1,Japan,"89,166",0,0,0,0,,1,4,,,,,,,,0,,,20 (10),4 (2),1676,unlim
Goulburn,Airfield,1,Japan,"88,168",0,0,0,0,,1,4,,,,,,,,0,,,20 (10),4 (2),1677,unlim
Lismore,Base,1,Japan,"95,161",0,0,1,2,,1,4,,,,,,,,0,,,30 (10),3 (1),1678,unlim
Croydon,Beach,1,Japan,"87,140",0,0,0,0,,0,4,,,,,,,,0,,,0 (10),0 (1),1679,unlim
Forsayth,Beach,1,Japan,"89,142",0,0,0,0,,0,3,,,,,,,,0,,,0 (10),0 (1),1680,unlim
Puckapunyal,Airfield,1,Japan,"82,169",0,0,0,0,,2,5,,,,,,,,0,,,40 (10),4 (1),1681,unlim
Greta,Airfield,1,Japan,"91,166",0,0,0,0,,1,4,,,,,,,,0,,,20 (10),2 (1),1682,unlim
Glendambo,Beach,1,Japan,"73,155",0,0,0,0,,0,2,,,,,,,,0,,,0 (10),0 (1),1683,unlim
Oamaru,Base,1,Japan,"106,194",0,0,1,1,,1,4,,,,,,,,0,,,30 (10),3 (1),1685,unlim
Westport,Base,1,Japan,"109,190",0,0,1,0,,1,4,,,,,,,,0,,,30 (10),3 (1),1686,unlim
Wanganui,Base,1,Japan,"113,189",0,0,1,1,,1,3,,,,,,,,0,,,30 (10),3 (1),1687,unlim
Tauranga,Base,1,Japan,"116,187",0,0,1,2,,1,4,,,,,,,,0,,,30 (10),3 (1),1688,unlim
Waiouru,Base,1,Japan,"114,189",0,0,0,0,,1,3,,,,,,,,0,,,20 (10),2 (1),1689,unlim
Queenstown NZ,Airfield,1,Japan,"103,193",0,0,0,0,,1,4,,,,,,,,0,,,20 (10),2 (1),1690,unlim
Plaine Des Gaiacs,Base,1,Japan,"114,158",0,0,0,0,,1,3,,,,,,,,0,,,8 (4),8 (4),1691,unlim
New Plymouth,Base,1,Japan,"113,188",0,0,1,1,,1,4,,,,,,,,0,,,30 (10),3 (1),1692,unlim
Tahakopa,Base,1,Japan,"102,195",0,0,0,1,,0,2,,,,,,,,0,,,0 (10),0 (1),1693,unlim
Yaowang Mtn,Beach,1,Japan,"84,42",0,0,0,0,,0,3,,,,,,,,0,,,0 (1),0 (1),1695,unlim
Yuntsi,Beach,1,Japan,"85,42",0,0,0,0,,0,3,,,,,,,,0,,,0 (1),0 (1),1696,unlim
Yuanku,Beach,1,Japan,"85,43",0,0,0,0,,0,3,,,,,,,,0,,,0 (1),0 (1),1697,unlim
Tsingsing,Beach,1,Japan,"90,40",0,0,0,0,,0,2,,,,,,,,0,,,0 (1),0 (1),1698,unlim
Yutze,Beach,1,Japan,"88,41",0,0,0,0,,0,2,,,,,,,,0,,,0 (1),0 (1),1699,unlim
Pingyao,Beach,1,Japan,"87,41",0,0,0,0,,0,3,,,,,,,,0,,,0 (1),0 (1),1700,unlim
Linfan,Beach,1,Japan,"86,41",0,0,0,0,,0,4,,,,,,,,0,,,0 (1),0 (1),1701,unlim
Anyi,Beach,1,Japan,"85,41",0,0,0,0,,0,5,,,,,,,,0,,,0 (1),0 (1),1702,unlim
Ban'an,Beach,1,Japan,"76,46",0,0,0,0,,0,3,,,,,,,,0,,,0 (1),0 (1),1703,unlim
Zunyi,Beach,1,Japan,"75,48",0,0,0,0,,0,3,,,,,,,,0,,,0 (1),0 (1),1704,unlim
Nanchuan,Beach,1,Japan,"76,47",0,0,0,0,,0,3,,,,,,,,0,,,0 (1),0 (1),1705,unlim
Wulong,Beach,1,Japan,"78,47",0,0,0,0,,0,3,,,,,,,,0,,,0 (1),0 (1),1706,unlim
Aurukun,Base,1,Japan,"89,132",0,0,0,1,,0,1,,,,,,,,0,,,0 (10),0 (2),1710,unlim
Bumaga,Base,1,Japan,"90,130",0,0,0,1,,0,1,,,,,,,,0,,,0 (10),0 (2),1711,unlim
